location_id,classification,reason,non_bsl_code,location_type,financial_type,evidence_type,provider_id,technology,program,challenge_id,notes
1050918316,0,3,,,,,,,,,
1050918317,0,3,,,,,,,,,
1050918340,0,3,,,,,,,,,
1050918347,0,3,,,,,,,,,
1050918354,0,3,,,,,,,,,
1050918373,0,3,,,,,,,,,
1050918382,0,3,,,,,,,,,
1050918402,0,3,,,,,,,,,
1050918444,0,3,,,,,,,,,
1050918448,0,3,,,,,,,,,
1050918471,0,3,,,,,,,,,
1050918473,0,3,,,,,,,,,
1050918503,0,3,,,,,,,,,
1050918523,0,3,,,,,,,,,
1050918527,0,3,,,,,,,,,
1050918548,0,3,,,,,,,,,
1050918591,0,3,,,,,,,,,
1050918608,0,3,,,,,,,,,
1050918611,0,3,,,,,,,,,
1050918663,0,3,,,,,,,,,
1050918680,0,3,,,,,,,,,
1050918694,0,3,,,,,,,,,
1050918739,0,3,,,,,,,,,
1050918741,0,3,,,,,,,,,
1050918761,0,3,,,,,,,,,
1050918781,0,3,,,,,,,,,
1050918796,0,3,,,,,,,,,
1050918869,0,3,,,,,,,,,
1050918936,0,3,,,,,,,,,
1050918960,0,3,,,,,,,,,
1050918999,0,3,,,,,,,,,
1050919000,0,3,,,,,,,,,
1050919001,0,3,,,,,,,,,
1050919051,0,3,,,,,,,,,
1050919053,0,3,,,,,,,,,
1050919056,0,3,,,,,,,,,
1050919058,0,3,,,,,,,,,
1050919064,0,3,,,,,,,,,
1050919065,0,3,,,,,,,,,
1050919067,0,3,,,,,,,,,
1050919071,0,3,,,,,,,,,
1050919147,0,3,,,,,,,,,
1050919152,0,3,,,,,,,,,
1050919202,0,3,,,,,,,,,
1050919205,0,3,,,,,,,,,
1050919214,0,3,,,,,,,,,
1050919230,0,3,,,,,,,,,
1050919235,0,3,,,,,,,,,
1050919313,0,3,,,,,,,,,
1050919321,0,3,,,,,,,,,
1050919341,0,3,,,,,,,,,
1050919342,0,3,,,,,,,,,
1050919348,0,3,,,,,,,,,
1050919406,0,3,,,,,,,,,
1050919604,0,3,,,,,,,,,
1050919612,0,3,,,,,,,,,
1050919622,0,3,,,,,,,,,
1050919687,0,3,,,,,,,,,
1050919794,0,3,,,,,,,,,
1050919796,0,3,,,,,,,,,
1050919940,0,3,,,,,,,,,
1050919945,0,3,,,,,,,,,
1050920363,0,3,,,,,,,,,
1050920612,0,3,,,,,,,,,
1050920616,0,3,,,,,,,,,
1050920681,0,3,,,,,,,,,
1050920688,0,3,,,,,,,,,
1050920739,0,3,,,,,,,,,
1050920792,0,3,,,,,,,,,
1050920876,0,3,,,,,,,,,
1050920905,0,3,,,,,,,,,
1050920912,0,3,,,,,,,,,
1050920930,0,3,,,,,,,,,
1050920937,0,3,,,,,,,,,
1050921001,0,3,,,,,,,,,
1050921056,0,3,,,,,,,,,
1050921159,0,3,,,,,,,,,
1050921172,0,3,,,,,,,,,
1050921187,0,3,,,,,,,,,
1050921213,0,3,,,,,,,,,
1050921261,0,3,,,,,,,,,
1050921344,0,3,,,,,,,,,
1050921391,0,3,,,,,,,,,
1050921476,0,3,,,,,,,,,
1050921494,0,3,,,,,,,,,
1050921564,0,3,,,,,,,,,
1050921576,0,3,,,,,,,,,
1050921594,0,3,,,,,,,,,
1050921712,0,3,,,,,,,,,
1050921730,0,3,,,,,,,,,
1050921744,0,3,,,,,,,,,
1050921753,0,3,,,,,,,,,
1050921762,0,3,,,,,,,,,
1050921818,0,3,,,,,,,,,
1050921835,0,3,,,,,,,,,
1050921884,0,3,,,,,,,,,
1050921887,0,3,,,,,,,,,
1050921907,0,3,,,,,,,,,
1050921916,0,3,,,,,,,,,
1050921917,0,3,,,,,,,,,
1050921918,0,3,,,,,,,,,
1050921924,0,3,,,,,,,,,
1050921925,0,3,,,,,,,,,
1050921932,0,3,,,,,,,,,
1050921952,0,3,,,,,,,,,
1050921957,0,3,,,,,,,,,
1050921958,0,3,,,,,,,,,
1050921964,0,3,,,,,,,,,
1050921986,0,3,,,,,,,,,
1050922009,0,3,,,,,,,,,
1050922011,0,3,,,,,,,,,
1050922036,0,3,,,,,,,,,
1050922055,0,3,,,,,,,,,
1050922084,0,3,,,,,,,,,
1050922127,0,3,,,,,,,,,
1050922168,0,3,,,,,,,,,
1066318784,0,3,,,,,,,,,
1066318786,0,3,,,,,,,,,
1066318787,0,3,,,,,,,,,
1066318789,0,3,,,,,,,,,
1066318798,0,3,,,,,,,,,
1066318805,0,3,,,,,,,,,
1066318973,0,3,,,,,,,,,
1066319137,0,3,,,,,,,,,
1066319250,0,3,,,,,,,,,
1066319457,0,3,,,,,,,,,
1066319463,0,3,,,,,,,,,
1066319536,0,3,,,,,,,,,
1066319611,0,3,,,,,,,,,
1066319651,1,3,,,,,,,,,
1066319761,1,3,,,,,,,,,
1066319790,0,3,,,,,,,,,
1066319803,0,3,,,,,,,,,
1066319849,0,3,,,,,,,,,
1066319879,0,3,,,,,,,,,
1066319912,0,3,,,,,,,,,
1066319996,1,3,,,,,,,,,
1066320033,0,3,,,,,,,,,
1066320134,0,3,,,,,,,,,
1066320350,0,3,,,,,,,,,
1066320458,0,3,,,,,,,,,
1066320613,0,3,,,,,,,,,
1066320667,0,3,,,,,,,,,
1066320810,0,3,,,,,,,,,
1066321023,0,3,,,,,,,,,
1066321055,0,3,,,,,,,,,
1066321194,0,3,,,,,,,,,
1066321301,0,3,,,,,,,,,
1066321380,0,3,,,,,,,,,
1066321395,1,3,,,,,,,,,
1066321491,0,3,,,,,,,,,
1066321551,0,3,,,,,,,,,
1066321608,0,3,,,,,,,,,
1066321668,0,3,,,,,,,,,
1066321800,0,3,,,,,,,,,
1066321817,0,3,,,,,,,,,
1066321864,0,3,,,,,,,,,
1066321896,0,3,,,,,,,,,
1066322034,0,3,,,,,,,,,
1066322469,0,3,,,,,,,,,
1066322562,1,3,,,,,,,,,
1066322631,0,3,,,,,,,,,
1066322648,0,3,,,,,,,,,
1066322653,0,3,,,,,,,,,
1066322671,0,3,,,,,,,,,
1066322675,0,3,,,,,,,,,
1066322792,0,3,,,,,,,,,
1066322824,0,3,,,,,,,,,
1066322860,0,3,,,,,,,,,
1066322901,0,3,,,,,,,,,
1066323160,0,3,,,,,,,,,
1066323191,0,3,,,,,,,,,
1066323259,0,3,,,,,,,,,
1066323295,0,3,,,,,,,,,
1066323351,0,3,,,,,,,,,
1066323356,0,3,,,,,,,,,
1066323425,0,3,,,,,,,,,
1066323438,0,3,,,,,,,,,
1066323506,0,3,,,,,,,,,
1066323508,0,3,,,,,,,,,
1066323659,0,3,,,,,,,,,
1066323706,0,3,,,,,,,,,
1066323761,0,3,,,,,,,,,
1066323886,0,3,,,,,,,,,
1066323909,0,3,,,,,,,,,
1066323980,0,3,,,,,,,,,
1066323992,0,3,,,,,,,,,
1066324008,0,3,,,,,,,,,
1066324039,0,3,,,,,,,,,
1066324106,0,3,,,,,,,,,
1066324123,0,3,,,,,,,,,
1066324236,1,3,,,,,,,,,
1066324499,0,3,,,,,,,,,
1066324594,0,3,,,,,,,,,
1066324609,0,3,,,,,,,,,
1066324645,0,3,,,,,,,,,
1066324767,0,3,,,,,,,,,
1066324783,0,3,,,,,,,,,
1066324829,0,3,,,,,,,,,
1066324843,0,3,,,,,,,,,
1066324851,1,3,,,,,,,,,
1066324857,0,3,,,,,,,,,
1066324943,0,3,,,,,,,,,
1066325045,0,3,,,,,,,,,
1066325216,0,3,,,,,,,,,
1066325444,0,3,,,,,,,,,
1066325519,0,3,,,,,,,,,
1066325659,0,3,,,,,,,,,
1066325680,0,3,,,,,,,,,
1066325938,0,3,,,,,,,,,
1066325956,1,3,,,,,,,,,
1066325960,0,3,,,,,,,,,
1066326005,0,3,,,,,,,,,
1066326415,0,3,,,,,,,,,
1066326438,0,3,,,,,,,,,
1066326483,0,3,,,,,,,,,
1066326489,1,3,,,,,,,,,
1066326529,0,3,,,,,,,,,
1066326535,0,3,,,,,,,,,
1066326609,0,3,,,,,,,,,
1066326660,0,3,,,,,,,,,
1066326711,0,3,,,,,,,,,
1066326844,1,3,,,,,,,,,
1066327089,0,3,,,,,,,,,
1066327124,1,3,,,,,,,,,
1066327125,0,3,,,,,,,,,
1066327160,0,3,,,,,,,,,
1066327183,0,3,,,,,,,,,
1066327445,0,3,,,,,,,,,
1066327664,0,3,,,,,,,,,
1066328009,0,3,,,,,,,,,
1066328226,0,3,,,,,,,,,
1066328455,0,3,,,,,,,,,
1066328489,0,3,,,,,,,,,
1066328505,0,3,,,,,,,,,
1066328723,0,3,,,,,,,,,
1066328880,0,3,,,,,,,,,
1066329977,0,3,,,,,,,,,
1066330174,0,3,,,,,,,,,
1066330305,0,3,,,,,,,,,
1066330494,0,3,,,,,,,,,
1066330510,0,3,,,,,,,,,
1066330598,0,3,,,,,,,,,
1066330669,0,3,,,,,,,,,
1066330713,0,3,,,,,,,,,
1066330733,0,3,,,,,,,,,
1066330744,0,3,,,,,,,,,
1066331063,0,3,,,,,,,,,
1066331166,0,3,,,,,,,,,
1066331178,0,3,,,,,,,,,
1066331214,1,3,,,,,,,,,
1066331280,0,3,,,,,,,,,
1066331353,0,3,,,,,,,,,
1066331372,0,3,,,,,,,,,
1066331707,0,3,,,,,,,,,
1066331969,0,3,,,,,,,,,
1066331975,0,3,,,,,,,,,
1066332592,0,3,,,,,,,,,
1066332596,0,3,,,,,,,,,
1066332601,0,3,,,,,,,,,
1066332634,0,3,,,,,,,,,
1066333001,0,3,,,,,,,,,
1080051372,0,4,,,,X,0000320117,,SLFRF,,
1080051373,0,4,,,,X,0000320117,,SLFRF,,
1080051375,0,3,,,,,,,,,
1080051376,0,4,,,,X,0000320117,,SLFRF,,
