location_id,project_id,classification,technology,upload_speed_anticipated,download_speed_anticipated,low_latency,extremely_high_cost_threshold
1371559082,CM61-BEAD-NV-CLA-0001-0,0,70,1000,1000,1,N
1371608183,CM61-BEAD-NV-CLA-0001-0,0,70,1000,1000,1,N
1394040788,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555779,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371559608,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555783,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555728,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555726,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555736,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555780,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555727,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555774,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555754,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079159,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079164,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555742,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079213,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079212,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555746,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555718,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555719,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555745,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1370871826,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1370871825,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079235,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371237422,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371237409,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371237417,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371405145,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555771,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079211,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079219,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079166,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079230,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555775,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079177,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079195,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079208,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079205,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371237407,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371237432,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079157,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079165,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079228,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555735,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555768,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555772,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371079174,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371569514,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371569513,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371237412,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555781,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555724,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555737,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371554451,CM61-BEAD-NV-CLA-0003-0,0,50,1000,1000,1,N
1371554450,CM61-BEAD-NV-CLA-0003-0,0,50,1000,1000,1,N
1371237418,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371555729,CM61-BEAD-NV-CLA-0003-0,1,50,1000,1000,1,N
1371559129,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371563495,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371580686,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371561718,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371561716,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371598479,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371580687,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371598488,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371585195,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371563504,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1370830889,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371580194,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371580193,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371363002,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371362968,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371362977,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371558118,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371580199,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371580206,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371580984,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371556501,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371584988,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371362969,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371363003,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371362972,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371573359,CM61-BEAD-NV-CLA-0004-0,0,50,1000,1000,1,N
1371363038,CM61-BEAD-NV-CLA-0006-1,0,50,1000,1000,1,N
1371363028,CM61-BEAD-NV-CLA-0006-1,0,50,1000,1000,1,N
1373160671,CM61-BEAD-NV-CLA-0006-1,0,50,1000,1000,1,N
1373160704,CM61-BEAD-NV-CLA-0006-1,0,50,1000,1000,1,N
1371555494,CM61-BEAD-NV-CLA-0006-1,0,50,1000,1000,1,N
1373160652,CM61-BEAD-NV-CLA-0006-1,0,50,1000,1000,1,N
1371555495,CM61-BEAD-NV-CLA-0006-1,0,50,1000,1000,1,N
1373160699,CM61-BEAD-NV-CLA-0006-1,0,50,1000,1000,1,N
1371579992,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371554209,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561870,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371579745,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371587514,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547598,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371601720,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547556,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370824555,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371560070,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371560054,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371560059,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371560051,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548557,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548595,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548580,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557881,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557904,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825936,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557877,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548596,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557896,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557898,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557915,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547504,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557885,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561517,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547611,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553245,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588629,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370826276,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561489,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553280,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371560035,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371560034,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371560041,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547607,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547595,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547605,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547555,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547568,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371577766,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370826147,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547538,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547544,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371563761,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370826069,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547659,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547679,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547656,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825689,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547534,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362848,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362853,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547519,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362858,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553281,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362832,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362843,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553282,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547619,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547620,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547523,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553275,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547524,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588631,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553267,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553276,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825903,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825967,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557932,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825875,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825881,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825953,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370826068,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547537,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547571,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547578,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547638,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547579,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371579643,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371590643,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547520,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370809492,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825966,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547487,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547509,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547505,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547485,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547528,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547671,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588624,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588633,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588625,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557929,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547484,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547597,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370824280,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547547,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547596,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547658,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825990,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547543,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371563758,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371563762,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547673,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547662,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362844,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362837,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547533,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547666,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362854,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588639,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825954,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362839,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547536,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547541,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547540,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371563756,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547668,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547518,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588644,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362850,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547674,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547545,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371563755,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362856,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371577768,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588643,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547542,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547570,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371563757,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371563759,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825744,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362838,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547665,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588647,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588642,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547661,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547525,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547517,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588641,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362836,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362860,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547678,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362857,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362846,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825882,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370826083,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825969,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371601716,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547675,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547669,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371601719,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825970,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371601715,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825971,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547664,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371601718,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362840,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362847,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370826122,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547628,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362834,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547506,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362859,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362852,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588646,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362835,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362855,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362831,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362842,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553274,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547676,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547627,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553273,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553270,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547623,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547630,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553264,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588638,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553277,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561494,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561488,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588632,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553272,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547532,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561496,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561493,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547508,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547625,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553278,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553266,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370825921,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547531,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547530,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547507,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553279,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371362841,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547511,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371588628,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547529,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553283,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371570219,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371570216,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371570217,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561872,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561871,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1394019601,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371579743,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1394018238,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561869,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371587522,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371579747,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371587513,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371579742,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371579746,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1394018659,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371587524,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371587518,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370824271,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547560,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371587521,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371587523,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371547606,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370824377,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561868,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1394018242,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561518,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561519,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557882,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548588,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557903,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548601,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548603,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557878,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371579993,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557876,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561516,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548590,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548589,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548593,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548594,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371570222,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371579744,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561520,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1370829191,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371548592,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561525,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371561514,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371570218,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371554210,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371570221,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557886,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371557884,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
1371553247,CM61-BEAD-NV-CLA-0007-1,0,50,1000,1000,1,N
