location_id,classification,reason,non_bsl_code,location_type,evidence_type,provider_id,technology,program,fabric,challenge_id,notes
1393882517,1,4,,,,130252.0,50.0,TBCP1,,,
1393882514,1,4,,,,130252.0,50.0,TBCP1,,,
1393882647,1,4,,,,130252.0,50.0,TBCP1,,,
1393882504,1,4,,,,130252.0,50.0,TBCP1,,,
1393882646,1,4,,,,130252.0,50.0,TBCP1,,,
1137091292,1,4,,,,130252.0,50.0,TBCP1,,,
1393882515,1,4,,,,130252.0,50.0,TBCP1,,,
1393882528,1,4,,,,130252.0,50.0,TBCP1,,,
1137088902,0,4,,,,130252.0,50.0,TBCP1,,,
1393882418,1,4,,,,130252.0,50.0,TBCP1,,,
1393882438,1,4,,,,130252.0,50.0,TBCP1,,,
1393882431,1,4,,,,130252.0,50.0,TBCP1,,,
1393882434,1,4,,,,130252.0,50.0,TBCP1,,,
1393882433,1,4,,,,130252.0,50.0,TBCP1,,,
1137090141,1,4,,,,130252.0,50.0,TBCP1,,,
1137088883,1,4,,,,130252.0,50.0,TBCP1,,,
1393882556,1,4,,,,130252.0,50.0,TBCP1,,,
1137089834,1,4,,,,130252.0,50.0,TBCP1,,,
1393882564,1,4,,,,130252.0,50.0,TBCP1,,,
1393882567,1,4,,,,130252.0,50.0,TBCP1,,,
1393882569,1,4,,,,130252.0,50.0,TBCP1,,,
1393882563,1,4,,,,130252.0,50.0,TBCP1,,,
1393882510,1,4,,,,130252.0,50.0,TBCP1,,,
1393882519,1,4,,,,130252.0,50.0,TBCP1,,,
1393882559,1,4,,,,130252.0,50.0,TBCP1,,,
1393882566,1,4,,,,130252.0,50.0,TBCP1,,,
1137089712,1,4,,,,130252.0,50.0,TBCP1,,,
1393882432,1,4,,,,130252.0,50.0,TBCP1,,,
1393882568,1,4,,,,130252.0,50.0,TBCP1,,,
1393882648,1,4,,,,130252.0,50.0,TBCP1,,,
1393882299,1,4,,,,130252.0,50.0,TBCP1,,,
1393882557,1,4,,,,130252.0,50.0,TBCP1,,,
1393882498,1,4,,,,130252.0,50.0,TBCP1,,,
1393882506,1,4,,,,130252.0,50.0,TBCP1,,,
1393882525,1,4,,,,130252.0,50.0,TBCP1,,,
1393882526,1,4,,,,130252.0,50.0,TBCP1,,,
1393882532,1,4,,,,130252.0,50.0,TBCP1,,,
1393882761,1,4,,,,130252.0,50.0,TBCP1,,,
1393882537,1,4,,,,130252.0,50.0,TBCP1,,,
1393882538,1,4,,,,130252.0,50.0,TBCP1,,,
1393882539,1,4,,,,130252.0,50.0,TBCP1,,,
1393882424,1,4,,,,130252.0,50.0,TBCP1,,,
1393882540,1,4,,,,130252.0,50.0,TBCP1,,,
1393882487,1,4,,,,130252.0,50.0,TBCP1,,,
1393882439,1,4,,,,130252.0,50.0,TBCP1,,,
1393882576,1,4,,,,130252.0,50.0,TBCP1,,,
1393882578,1,4,,,,130252.0,50.0,TBCP1,,,
1393882489,1,4,,,,130252.0,50.0,TBCP1,,,
1393882579,1,4,,,,130252.0,50.0,TBCP1,,,
1393882488,1,4,,,,130252.0,50.0,TBCP1,,,
1393882426,1,4,,,,130252.0,50.0,TBCP1,,,
1137089663,1,4,,,,130252.0,50.0,TBCP1,,,
1393882580,1,4,,,,130252.0,50.0,TBCP1,,,
1393882428,1,4,,,,130252.0,50.0,TBCP1,,,
1393882490,1,4,,,,130252.0,50.0,TBCP1,,,
1393882492,1,4,,,,130252.0,50.0,TBCP1,,,
1393882589,1,4,,,,130252.0,50.0,TBCP1,,,
1393882495,1,4,,,,130252.0,50.0,TBCP1,,,
1393882586,1,4,,,,130252.0,50.0,TBCP1,,,
1393882591,1,4,,,,130252.0,50.0,TBCP1,,,
1393882583,1,4,,,,130252.0,50.0,TBCP1,,,
1393882594,1,4,,,,130252.0,50.0,TBCP1,,,
1137090902,1,4,,,,130252.0,50.0,TBCP1,,,
1393882588,1,4,,,,130252.0,50.0,TBCP1,,,
1393882592,1,4,,,,130252.0,50.0,TBCP1,,,
1393882596,1,4,,,,130252.0,50.0,TBCP1,,,
1393882484,1,4,,,,130252.0,50.0,TBCP1,,,
1393882491,1,4,,,,130252.0,50.0,TBCP1,,,
1393882501,1,4,,,,130252.0,50.0,TBCP1,,,
1393882502,1,4,,,,130252.0,50.0,TBCP1,,,
1393882516,1,4,,,,130252.0,50.0,TBCP1,,,
1393882422,1,4,,,,130252.0,50.0,TBCP1,,,
1393882440,1,4,,,,130252.0,50.0,TBCP1,,,
1137090454,1,4,,,,130252.0,50.0,TBCP1,,,
1137090855,1,4,,,,130252.0,50.0,TBCP1,,,
1393882499,1,4,,,,130252.0,50.0,TBCP1,,,
1393882503,1,4,,,,130252.0,50.0,TBCP1,,,
1393882509,1,4,,,,130252.0,50.0,TBCP1,,,
1393882512,1,4,,,,130252.0,50.0,TBCP1,,,
1393882521,1,4,,,,130252.0,50.0,TBCP1,,,
1393882581,1,4,,,,130252.0,50.0,TBCP1,,,
1393882429,1,4,,,,130252.0,50.0,TBCP1,,,
1393882659,1,4,,,,130252.0,50.0,TBCP1,,,
1393882653,1,4,,,,130252.0,50.0,TBCP1,,,
1393882662,1,4,,,,130252.0,50.0,TBCP1,,,
1393882771,0,4,,,,130252.0,50.0,TBCP1,,,
1393882655,1,4,,,,130252.0,50.0,TBCP1,,,
1393882752,1,4,,,,130252.0,50.0,TBCP1,,,
1393882751,1,4,,,,130252.0,50.0,TBCP1,,,
1393882742,1,4,,,,130252.0,50.0,TBCP1,,,
1393882749,1,4,,,,130252.0,50.0,TBCP1,,,
1393882743,1,4,,,,130252.0,50.0,TBCP1,,,
1393882734,1,4,,,,130252.0,50.0,TBCP1,,,
1393882738,1,4,,,,130252.0,50.0,TBCP1,,,
1393882732,1,4,,,,130252.0,50.0,TBCP1,,,
1393882736,1,4,,,,130252.0,50.0,TBCP1,,,
1393882753,1,4,,,,130252.0,50.0,TBCP1,,,
1393882726,1,4,,,,130252.0,50.0,TBCP1,,,
1393882733,1,4,,,,130252.0,50.0,TBCP1,,,
1393882722,1,4,,,,130252.0,50.0,TBCP1,,,
1393882730,1,4,,,,130252.0,50.0,TBCP1,,,
1393882720,1,4,,,,130252.0,50.0,TBCP1,,,
1393882723,1,4,,,,130252.0,50.0,TBCP1,,,
1393882772,1,4,,,,130252.0,50.0,TBCP1,,,
1393882595,1,4,,,,130252.0,50.0,TBCP1,,,
1393882758,1,4,,,,130252.0,50.0,TBCP1,,,
1393882757,1,4,,,,130252.0,50.0,TBCP1,,,
1393882765,1,4,,,,130252.0,50.0,TBCP1,,,
1393882764,1,4,,,,130252.0,50.0,TBCP1,,,
1393882768,1,4,,,,130252.0,50.0,TBCP1,,,
1393882657,1,4,,,,130252.0,50.0,TBCP1,,,
1393882665,1,4,,,,130252.0,50.0,TBCP1,,,
1393882756,1,4,,,,130252.0,50.0,TBCP1,,,
1393882760,1,4,,,,130252.0,50.0,TBCP1,,,
1393882763,1,4,,,,130252.0,50.0,TBCP1,,,
1393882767,1,4,,,,130252.0,50.0,TBCP1,,,
1393882597,1,4,,,,130252.0,50.0,TBCP1,,,
1393882737,1,4,,,,130252.0,50.0,TBCP1,,,
1393882740,1,4,,,,130252.0,50.0,TBCP1,,,
1393882747,1,4,,,,130252.0,50.0,TBCP1,,,
1393882770,1,4,,,,130252.0,50.0,TBCP1,,,
1393882727,1,4,,,,130252.0,50.0,TBCP1,,,
1393882481,1,4,,,,130252.0,50.0,TBCP1,,,
1393882599,1,4,,,,130252.0,50.0,TBCP1,,,
1393882485,1,4,,,,130252.0,50.0,TBCP1,,,
1393882603,1,4,,,,130252.0,50.0,TBCP1,,,
1393882607,1,4,,,,130252.0,50.0,TBCP1,,,
1393882612,1,4,,,,130252.0,50.0,TBCP1,,,
1393882611,1,4,,,,130252.0,50.0,TBCP1,,,
1393882616,1,4,,,,130252.0,50.0,TBCP1,,,
1393882617,1,4,,,,130252.0,50.0,TBCP1,,,
1393882619,1,4,,,,130252.0,50.0,TBCP1,,,
1393882618,1,4,,,,130252.0,50.0,TBCP1,,,
1393882620,1,4,,,,130252.0,50.0,TBCP1,,,
1393882621,1,4,,,,130252.0,50.0,TBCP1,,,
1393882623,1,4,,,,130252.0,50.0,TBCP1,,,
1393882627,1,4,,,,130252.0,50.0,TBCP1,,,
1393882631,1,4,,,,130252.0,50.0,TBCP1,,,
1393882613,1,4,,,,130252.0,50.0,TBCP1,,,
1393882615,1,4,,,,130252.0,50.0,TBCP1,,,
1393882630,1,4,,,,130252.0,50.0,TBCP1,,,
1393882445,1,4,,,,130252.0,50.0,TBCP1,,,
1393882448,1,4,,,,130252.0,50.0,TBCP1,,,
1393882454,1,4,,,,130252.0,50.0,TBCP1,,,
1393882455,1,4,,,,130252.0,50.0,TBCP1,,,
1393882606,1,4,,,,130252.0,50.0,TBCP1,,,
1393882610,1,4,,,,130252.0,50.0,TBCP1,,,
1137089007,1,4,,,,130252.0,50.0,TBCP1,,,
1393882345,1,4,,,,130252.0,50.0,TBCP1,,,
1393882460,1,4,,,,130252.0,50.0,TBCP1,,,
1393882463,1,4,,,,130252.0,50.0,TBCP1,,,
1393882466,1,4,,,,130252.0,50.0,TBCP1,,,
1393882622,1,4,,,,130252.0,50.0,TBCP1,,,
1393882625,1,4,,,,130252.0,50.0,TBCP1,,,
1393882410,1,4,,,,130252.0,50.0,TBCP1,,,
1393882380,1,4,,,,130252.0,50.0,TBCP1,,,
1393882364,1,4,,,,130252.0,50.0,TBCP1,,,
1393882366,1,4,,,,130252.0,50.0,TBCP1,,,
1393882397,1,4,,,,130252.0,50.0,TBCP1,,,
1393882464,1,4,,,,130252.0,50.0,TBCP1,,,
1393882604,1,4,,,,130252.0,50.0,TBCP1,,,
1393882642,1,4,,,,130252.0,50.0,TBCP1,,,
1137090106,1,4,,,,130252.0,50.0,TBCP1,,,
1393882635,1,4,,,,130252.0,50.0,TBCP1,,,
1393882629,1,4,,,,130252.0,50.0,TBCP1,,,
1393882457,1,4,,,,130252.0,50.0,TBCP1,,,
1393882458,1,4,,,,130252.0,50.0,TBCP1,,,
1393882638,1,4,,,,130252.0,50.0,TBCP1,,,
1393882609,1,4,,,,130252.0,50.0,TBCP1,,,
1393882634,1,4,,,,130252.0,50.0,TBCP1,,,
1393882637,1,4,,,,130252.0,50.0,TBCP1,,,
1393882465,1,4,,,,130252.0,50.0,TBCP1,,,
1393882447,1,4,,,,130252.0,50.0,TBCP1,,,
1393882641,1,4,,,,130252.0,50.0,TBCP1,,,
1393882476,1,4,,,,130252.0,50.0,TBCP1,,,
1393882719,1,4,,,,130252.0,50.0,TBCP1,,,
1393882444,1,4,,,,130252.0,50.0,TBCP1,,,
1393882718,1,4,,,,130252.0,50.0,TBCP1,,,
1393882710,1,4,,,,130252.0,50.0,TBCP1,,,
1393882365,1,4,,,,130252.0,50.0,TBCP1,,,
1393882711,1,4,,,,130252.0,50.0,TBCP1,,,
1393882709,1,4,,,,130252.0,50.0,TBCP1,,,
1393882681,1,4,,,,130252.0,50.0,TBCP1,,,
1393882687,1,4,,,,130252.0,50.0,TBCP1,,,
1393882708,1,4,,,,130252.0,50.0,TBCP1,,,
1393882699,1,4,,,,130252.0,50.0,TBCP1,,,
1393882705,1,4,,,,130252.0,50.0,TBCP1,,,
1393882695,1,4,,,,130252.0,50.0,TBCP1,,,
1393882691,1,4,,,,130252.0,50.0,TBCP1,,,
1393882685,1,4,,,,130252.0,50.0,TBCP1,,,
1393882446,1,4,,,,130252.0,50.0,TBCP1,,,
1393882451,1,4,,,,130252.0,50.0,TBCP1,,,
1393882461,1,4,,,,130252.0,50.0,TBCP1,,,
1393882470,1,4,,,,130252.0,50.0,TBCP1,,,
1393882459,1,4,,,,130252.0,50.0,TBCP1,,,
1393882450,1,4,,,,130252.0,50.0,TBCP1,,,
1393882315,0,4,,,,130252.0,50.0,TBCP1,,,
1393882449,1,4,,,,130252.0,50.0,TBCP1,,,
1393882692,1,4,,,,130252.0,50.0,TBCP1,,,
1393882703,1,4,,,,130252.0,50.0,TBCP1,,,
1393882712,1,4,,,,130252.0,50.0,TBCP1,,,
1393882287,1,4,,,,130252.0,50.0,TBCP1,,,
1393882281,1,4,,,,130252.0,50.0,TBCP1,,,
1393882500,1,4,,,,130252.0,50.0,TBCP1,,,
1393882420,1,4,,,,130252.0,50.0,TBCP1,,,
1393882425,1,4,,,,130252.0,50.0,TBCP1,,,
1393882427,1,4,,,,130252.0,50.0,TBCP1,,,
1393882421,1,4,,,,130252.0,50.0,TBCP1,,,
1393882436,1,4,,,,130252.0,50.0,TBCP1,,,
1393882437,1,4,,,,130252.0,50.0,TBCP1,,,
1393882435,1,4,,,,130252.0,50.0,TBCP1,,,
1393882560,1,4,,,,130252.0,50.0,TBCP1,,,
1393882565,1,4,,,,130252.0,50.0,TBCP1,,,
1393882561,1,4,,,,130252.0,50.0,TBCP1,,,
1393882291,1,4,,,,130252.0,50.0,TBCP1,,,
1137090893,1,4,,,,130252.0,50.0,TBCP1,,,
1393882288,1,4,,,,130252.0,50.0,TBCP1,,,
1393882301,1,4,,,,130252.0,50.0,TBCP1,,,
1393882278,1,4,,,,130252.0,50.0,TBCP1,,,
1393882289,1,4,,,,130252.0,50.0,TBCP1,,,
1393882573,1,4,,,,130252.0,50.0,TBCP1,,,
1393882273,1,4,,,,130252.0,50.0,TBCP1,,,
1393882285,1,4,,,,130252.0,50.0,TBCP1,,,
1393882290,1,4,,,,130252.0,50.0,TBCP1,,,
1393882419,1,4,,,,130252.0,50.0,TBCP1,,,
1393882423,1,4,,,,130252.0,50.0,TBCP1,,,
1393882430,1,4,,,,130252.0,50.0,TBCP1,,,
1393882553,1,4,,,,130252.0,50.0,TBCP1,,,
1393882558,1,4,,,,130252.0,50.0,TBCP1,,,
1393882562,1,4,,,,130252.0,50.0,TBCP1,,,
1393882593,1,4,,,,130252.0,50.0,TBCP1,,,
1393882762,1,4,,,,130252.0,50.0,TBCP1,,,
1393882496,1,4,,,,130252.0,50.0,TBCP1,,,
1393882590,1,4,,,,130252.0,50.0,TBCP1,,,
1393882524,1,4,,,,130252.0,50.0,TBCP1,,,
1393882494,1,4,,,,130252.0,50.0,TBCP1,,,
1393882585,1,4,,,,130252.0,50.0,TBCP1,,,
1393882584,1,4,,,,130252.0,50.0,TBCP1,,,
1393882505,1,4,,,,130252.0,50.0,TBCP1,,,
1393882575,1,4,,,,130252.0,50.0,TBCP1,,,
1393882574,1,4,,,,130252.0,50.0,TBCP1,,,
1393882507,1,4,,,,130252.0,50.0,TBCP1,,,
1393882513,1,4,,,,130252.0,50.0,TBCP1,,,
1393882535,1,4,,,,130252.0,50.0,TBCP1,,,
1393882527,1,4,,,,130252.0,50.0,TBCP1,,,
1137090914,1,4,,,,130252.0,50.0,TBCP1,,,
1393882531,1,4,,,,130252.0,50.0,TBCP1,,,
1137090871,1,4,,,,130252.0,50.0,TBCP1,,,
1393882649,1,4,,,,130252.0,50.0,TBCP1,,,
1393882587,1,4,,,,130252.0,50.0,TBCP1,,,
1137089515,1,4,,,,130252.0,50.0,TBCP1,,,
1137090190,1,4,,,,130252.0,50.0,TBCP1,,,
1393882534,1,4,,,,130252.0,50.0,TBCP1,,,
1393882493,1,4,,,,130252.0,50.0,TBCP1,,,
1393882508,1,4,,,,130252.0,50.0,TBCP1,,,
1137092653,1,4,,,,130252.0,50.0,TBCP1,,,
1137088849,1,4,,,,130252.0,50.0,TBCP1,,,
1393882480,1,4,,,,130252.0,50.0,TBCP1,,,
1393882645,1,4,,,,130252.0,50.0,TBCP1,,,
1393882644,1,4,,,,130252.0,50.0,TBCP1,,,
1137088908,1,4,,,,130252.0,50.0,TBCP1,,,
1393882511,1,4,,,,130252.0,50.0,TBCP1,,,
1393882482,1,4,,,,130252.0,50.0,TBCP1,,,
1393882483,1,4,,,,130252.0,50.0,TBCP1,,,
1137089092,1,4,,,,130252.0,50.0,TBCP1,,,
1393882529,1,4,,,,130252.0,50.0,TBCP1,,,
1393882577,1,4,,,,130252.0,50.0,TBCP1,,,
1393882643,1,4,,,,130252.0,50.0,TBCP1,,,
1137090124,1,4,,,,130252.0,50.0,TBCP1,,,
1137090890,1,4,,,,130252.0,50.0,TBCP1,,,
1393882530,1,4,,,,130252.0,50.0,TBCP1,,,
1393882654,1,4,,,,130252.0,50.0,TBCP1,,,
1393882656,1,4,,,,130252.0,50.0,TBCP1,,,
1393882658,1,4,,,,130252.0,50.0,TBCP1,,,
1393882660,1,4,,,,130252.0,50.0,TBCP1,,,
1393882661,1,4,,,,130252.0,50.0,TBCP1,,,
1393882663,1,4,,,,130252.0,50.0,TBCP1,,,
1393882664,1,4,,,,130252.0,50.0,TBCP1,,,
1393882667,1,4,,,,130252.0,50.0,TBCP1,,,
1393882668,1,4,,,,130252.0,50.0,TBCP1,,,
1393882670,1,4,,,,130252.0,50.0,TBCP1,,,
1393882666,1,4,,,,130252.0,50.0,TBCP1,,,
1393882672,1,4,,,,130252.0,50.0,TBCP1,,,
1393882669,1,4,,,,130252.0,50.0,TBCP1,,,
1393882675,1,4,,,,130252.0,50.0,TBCP1,,,
1393882678,1,4,,,,130252.0,50.0,TBCP1,,,
1393882671,1,4,,,,130252.0,50.0,TBCP1,,,
1393882682,1,4,,,,130252.0,50.0,TBCP1,,,
1393882674,1,4,,,,130252.0,50.0,TBCP1,,,
1393882677,1,4,,,,130252.0,50.0,TBCP1,,,
1393882680,1,4,,,,130252.0,50.0,TBCP1,,,
1393882673,1,4,,,,130252.0,50.0,TBCP1,,,
1393882744,1,4,,,,130252.0,50.0,TBCP1,,,
1393882683,1,4,,,,130252.0,50.0,TBCP1,,,
1393882676,1,4,,,,130252.0,50.0,TBCP1,,,
1393882686,1,4,,,,130252.0,50.0,TBCP1,,,
1393882688,1,4,,,,130252.0,50.0,TBCP1,,,
1393882679,1,4,,,,130252.0,50.0,TBCP1,,,
1393882684,1,4,,,,130252.0,50.0,TBCP1,,,
1393882745,1,4,,,,130252.0,50.0,TBCP1,,,
1393882697,1,4,,,,130252.0,50.0,TBCP1,,,
1393882748,1,4,,,,130252.0,50.0,TBCP1,,,
1393882700,1,4,,,,130252.0,50.0,TBCP1,,,
1393882746,1,4,,,,130252.0,50.0,TBCP1,,,
1393882769,1,4,,,,130252.0,50.0,TBCP1,,,
1393882739,1,4,,,,130252.0,50.0,TBCP1,,,
1393882766,1,4,,,,130252.0,50.0,TBCP1,,,
1393882452,1,4,,,,130252.0,50.0,TBCP1,,,
1393882741,1,4,,,,130252.0,50.0,TBCP1,,,
1393882728,1,4,,,,130252.0,50.0,TBCP1,,,
1393882735,1,4,,,,130252.0,50.0,TBCP1,,,
1393882724,1,4,,,,130252.0,50.0,TBCP1,,,
1393882731,1,4,,,,130252.0,50.0,TBCP1,,,
1393882773,1,4,,,,130252.0,50.0,TBCP1,,,
1393882608,1,4,,,,130252.0,50.0,TBCP1,,,
1393882640,1,4,,,,130252.0,50.0,TBCP1,,,
1393882725,1,4,,,,130252.0,50.0,TBCP1,,,
1393882636,1,4,,,,130252.0,50.0,TBCP1,,,
1393882602,1,4,,,,130252.0,50.0,TBCP1,,,
1393882639,1,4,,,,130252.0,50.0,TBCP1,,,
1393882598,1,4,,,,130252.0,50.0,TBCP1,,,
1393882605,1,4,,,,130252.0,50.0,TBCP1,,,
1393882601,1,4,,,,130252.0,50.0,TBCP1,,,
1393882600,1,4,,,,130252.0,50.0,TBCP1,,,
1393882729,1,4,,,,130252.0,50.0,TBCP1,,,
1393882632,1,4,,,,130252.0,50.0,TBCP1,,,
1393882628,1,4,,,,130252.0,50.0,TBCP1,,,
1393882721,1,4,,,,130252.0,50.0,TBCP1,,,
1393882626,1,4,,,,130252.0,50.0,TBCP1,,,
1137090115,1,4,,,,130252.0,50.0,TBCP1,,,
